metric,period,pct,value
fed_deficit_B,0,10,60.618581103022066
fed_deficit_B,1,10,153.40193754976573
fed_deficit_B,2,10,267.5713778135521
fed_deficit_B,3,10,395.1592276473844
fed_deficit_B,4,10,525.058517675053
fed_deficit_B,5,10,655.6790013977661
fed_deficit_B,6,10,785.4458693813176
fed_deficit_B,7,10,916.9639305129077
fed_deficit_B,8,10,1043.4769899954574
fed_deficit_B,9,10,1157.6876825212878
fed_deficit_B,10,10,1267.0398381078674
fed_deficit_B,11,10,1358.7655616737504
fed_deficit_B,12,10,1431.699252342585
fed_deficit_B,13,10,1496.9092913881816
fed_deficit_B,14,10,1543.8692632549892
fed_deficit_B,15,10,1587.742354557516
fed_deficit_B,16,10,1620.9655616002667
fed_deficit_B,17,10,1644.8735130010432
fed_deficit_B,18,10,1671.8157825398314
fed_deficit_B,19,10,1688.8092620127263
fed_deficit_B,0,25,67.09196180949027
fed_deficit_B,1,25,168.44193965294934
fed_deficit_B,2,25,294.9498922371884
fed_deficit_B,3,25,433.9655557373713
fed_deficit_B,4,25,576.6169477203063
fed_deficit_B,5,25,720.3174079107794
fed_deficit_B,6,25,861.6623994583301
fed_deficit_B,7,25,1000.0557500228505
fed_deficit_B,8,25,1133.4135799721294
fed_deficit_B,9,25,1261.1716491995587
fed_deficit_B,10,25,1373.5031194442822
fed_deficit_B,11,25,1470.3897560775426
fed_deficit_B,12,25,1552.8151626696238
fed_deficit_B,13,25,1616.6096688861535
fed_deficit_B,14,25,1670.9958993518342
fed_deficit_B,15,25,1714.1734577099144
fed_deficit_B,16,25,1750.7027647902678
fed_deficit_B,17,25,1783.9040893097072
fed_deficit_B,18,25,1807.5238587845793
fed_deficit_B,19,25,1815.467742823785
fed_deficit_B,0,50,75.18897993307385
fed_deficit_B,1,50,187.2277864171047
fed_deficit_B,2,50,326.2566496791475
fed_deficit_B,3,50,478.315081151975
fed_deficit_B,4,50,634.4907076710373
fed_deficit_B,5,50,792.3027964728078
fed_deficit_B,6,50,948.0020513509071
fed_deficit_B,7,50,1098.4952619018125
fed_deficit_B,8,50,1245.2329000894617
fed_deficit_B,9,50,1383.814922046415
fed_deficit_B,10,50,1501.4257359146218
fed_deficit_B,11,50,1602.2054891143616
fed_deficit_B,12,50,1688.0387988091081
fed_deficit_B,13,50,1755.0424562543653
fed_deficit_B,14,50,1809.3174437125067
fed_deficit_B,15,50,1859.063072551281
fed_deficit_B,16,50,1900.2936460083686
fed_deficit_B,17,50,1937.3687432025674
fed_deficit_B,18,50,1954.8139464190722
fed_deficit_B,19,50,1957.7904130695385
fed_deficit_B,0,75,80.7755496514014
fed_deficit_B,1,75,201.1315914293024
fed_deficit_B,2,75,352.07701323615566
fed_deficit_B,3,75,519.3797589443109
fed_deficit_B,4,75,691.9752361476218
fed_deficit_B,5,75,864.1943448330337
fed_deficit_B,6,75,1033.8331786766869
fed_deficit_B,7,75,1196.6634663053765
fed_deficit_B,8,75,1354.8322506881032
fed_deficit_B,9,75,1503.3694737945898
fed_deficit_B,10,75,1632.6881933113991
fed_deficit_B,11,75,1739.893877504382
fed_deficit_B,12,75,1824.7220285740934
fed_deficit_B,13,75,1901.6686439566242
fed_deficit_B,14,75,1963.5574054889416
fed_deficit_B,15,75,2009.9527468491142
fed_deficit_B,16,75,2054.7845417385374
fed_deficit_B,17,75,2086.549925043521
fed_deficit_B,18,75,2098.836176958765
fed_deficit_B,19,75,2104.2317096068946
fed_deficit_B,0,90,85.17331138630905
