period,adoption,employed_M,on_ui_M,exhausted_M,reabsorbed_M,exited_M,induced_M,retired_M,population_M,max_cell_resid_M,employment_drop_pct,revenue_lost_B,revenue_lost_pct,transfers_added_B,corp_offset_B,compute_pool_tax_B,saved_bill_B,automation_spend_B,net_saving_B,retained_profit_B,price_reduction_B,survivor_gains_B,offshore_leak_B,fed_deficit_B,fed_debt_B,price_level,productivity_index,fed_deficit_real_B,fed_debt_real_B,fed_deficit_pct_gdp,fed_debt_pct_gdp,state_gap_pct_gdp,headline_deficit,survivor_gain_fed_B,survivor_gain_state_B,survivor_wage_cost_B,survivor_overflow_profit_B,survivor_overflow_price_B,survivor_overflow_corp_tax_B,survivor_market_frac,survivor_slack_prev,W_survivor,W_survivor_mech,inc_fed_loss_B,payroll_fed_loss_B,transfer_fed_B,ui_outlay_fed_B,ui_tax_fed_B,ubi_outlay_B,ubi_recapture_B,automation_tax_B,ssdi_outlay_B,income_surcharge_fed_B,corp_surcharge_fed_B,excise_surcharge_fed_B,income_surcharge_state_B,corp_surcharge_state_B,cons_surcharge_state_B,state_net_total_B,inc_state_loss_B,cons_state_loss_B,transfer_state_B,state_gap_B,ubi_required_rate,state_rate_hike_B,state_spending_cut_B,state_close_residual_B,n_states_capped,state_balanced,induced_target_M,induced_pending_M,standing_withdrawal_B,fed_revenue_B,fed_deficit_abs_B,fed_deficit_abs_pct_gdp,state_fiscal_position_B
0,0.02,153.62715620596873,0.3266437940312877,0.0,0.0,0.0,0.0,0.0,153.9538,0.0,0.21217001076379027,8.68877050728696,0.24059416112131532,5.189023660318563,4.1487427892039666,0.16932016724706223,33.864033449412446,1.6932016724706223,32.170831776941824,19.302499066165094,11.259791121929638,1.6085415888470926,0.0,7.4173356993579045,7.4173356993579045,0.9998847433645648,1.000337534997387,7.418190695058433,7.418190695058433,0.025311177068629672,0.025311177068629672,0.005637937485394504,7.4173356993579045,0.4276065818683994,0.05403231658682659,1.608541588847411,0.0,0.0,0.0,0.0,0.0,1.0001151972124949,1.0001151972124949,3.912106772162408,3.8225563305333634,1.5901016143209024,3.1536005785118437,0.31536005785118437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6521742496517096,0.9541074045911887,0.3067776941615301,0.44532146748581736,1.6521742496517096,0.0,1.6521742496517096,0.0,0.0,0,True,0.020530627238729934,0.020530627238729934,13.709008046167614,4980.126366493475,1840.4173356993579,6.280304809191076,3515.0
1,0.043333333333333335,153.20868807319195,0.397937505538049,0.14968451861483756,0.16332189701564384,0.009799313820938627,0.020530627238729934,0.00383806457986763,153.9538,1.164153218269348e-16,0.4839841087443508,15.792273077617478,0.43729186886931604,7.7206209387877776,9.151161757011907,0.3732490480398499,74.64980960796997,3.7324904803984986,70.91731912757147,42.550391476542885,24.821061694650012,3.545865956378577,0.0,10.244270517433781,17.88412628777242,0.9997460317065558,1.0007440614931062,10.246872898256889,17.888669442622753,0.03360438114712492,0.05866547503161496,0.010057299817636804,10.244270517433781,0.9426246969643576,0.11911029173455104,3.545865956378795,0.0,0.0,0.0,0.0,0.0021217001076379027,1.0002547185898683,1.0002547185898683,7.148392394421311,6.90624919845505,3.026987920374255,3.836987619358204,0.3836987619358205,0.0,0.0,0.0,0.17638764877689528,0.0,0.0,0.0,0.0,0.0,0.0,3.065960344745814,1.7376314847411174,0.5907937526839282,0.8566453990553188,3.065960344745814,0.0,3.065960344745814,0.0,0.0,0,True,0.038651241605722426,0.018120614366992492,25.808767360387566,4979.596092671076,1843.2442705174337,6.046412275848265,3515.0
2,0.06666666666666667,152.77448048341344,0.41608697541150974,0.25094779256806027,0.4473982227114522,0.026843893362687127,0.027528774299140482,0.010513858233719125,153.9538,2.328306436538696e-16,0.7660217003975012,20.420162805595567,0.5654392570332726,9.016859303571678,14.328278160125985,0.5840580518631769,116.81161037263537,5.840580518631769,110.9710298540036,66.58261791240216,38.83986044890126,5.548551492700184,0.0,9.781866510735968,28.202516587141563,0.9996027586284023,1.0011643033208315,9.785753817004352,28.21372424565879,0.030844885647529775,0.08893020551325162,0.012424143824212747,9.781866510735968,1.4750337975424634,0.18638596004142682,5.548551492701672,0.0,0.0,0.0,0.0,0.003754154648346053,1.0003998405517354,1.0003998405517354,9.30226902250682,8.868530058460514,3.9090265398272526,4.006912021049595,0.4006912021049595,0.0,0.0,0.0,0.48319008052836826,0.0,0.0,0.0,0.0,0.0,0.0,3.9400799791380208,2.249363724628232,0.7761814718563845,1.1009207426948309,3.9400799791380208,0.0,3.9400799791380208,0.0,0.0,0,True,0.04939630590510692,0.021867531605966436,32.983617462335204,4981.41726213067,1842.7818665107359,5.810792437566046,3515.0
3,0.09000000000000001,152.31837650652247,0.43423644528497046,0.30566868242663797,0.7946799938508075,0.04768079963104844,0.034482592428547565,0.018674979855493972,153.9538,5.82076609134674e-17,1.062281992050551,24.085528462700957,0.6669341204014052,10.00016284033134,19.680091998546196,0.8017471787170433,160.34943574340863,8.017471787170432,152.33196395623818,91.3991783737429,53.31618738468337,7.616598197811916,0.0,8.092549766051755,37.141141850807564,0.9994549357573331,1.001598260480563,8.096963131128726,37.161397199628624,0.024529545186740047,0.11257951370758111,0.013913328479918718,8.092549766051755,2.024839572656085,0.25585952726455263,7.61659819781266,0.0,0.0,0.0,0.0,0.0046861896593337615,1.0005506750113793,1.0005506750113793,11.036962851664743,10.39239075555575,4.552467734924831,4.176836422740986,0.41768364227409865,0.0,0.0,0.0,0.858254393358872,0.0,0.0,0.0,0.0,0.0,0.0,4.590150460516187,2.6561748554804674,0.9189764496347494,1.2708586826655228,4.590150460516187,0.0,4.590150460516187,0.0,0.0,0,True,0.05691126771587307,0.022428675287325513,38.001616704759165,4984.295008784973,1841.0925497660517,5.58058513052436,3515.0
4,0.11333333333333334,151.8435619160767,0.4523859151584312,0.3390615247738445,1.1818738539208853,0.0709124312352531,0.038230323267707436,0.027774035567140802,153.9538,1.164153218269348e-16,1.3706956787836844,27.273184593624478,0.7552010912138538,10.823994529097286,25.20660327227254,1.0263164286014486,205.26328572028973,10.263164286014486,195.00012143427523,117.00007286056514,68.25004250199633,9.75000607171377,0.0,5.700789681254653,43.95616578758645,0.9993025750744007,1.0020459329723008,5.704768328881984,43.986843308508234,0.016610317697478436,0.12807451586850233,0.014936047960827082,5.700789681254653,2.592039803599689,0.32753133040406907,9.750006071713562,0.0,0.0,0.0,0.0,0.005340356982616146,1.0007073200220922,1.0007073200220922,12.564929945623827,11.697586777787361,5.0747239580934504,4.346760824432376,0.4346760824432375,0.0,0.0,0.0,1.276423762234556,0.0,0.0,0.0,0.0,0.0,0.0,5.126167340359395,3.01066787021329,1.040521053978714,1.4025097465714598,5.126167340359395,0.0,5.126167340359395,0.0,0.0,0,True,0.06276460736034262,0.024534284092635177,41.91009350626719,4987.797118863506,1838.7007896812547,5.357398882410348,3515.0
5,0.13666666666666666,151.34849224695222,0.4705353850318917,0.36268078934896536,1.596712735520877,0.0958027641312526,0.04205332973006212,0.03752274928474061,153.9538,2.328306436538696e-16,1.6922659609881596,30.310722082098806,0.8393112404347499,11.593203870271665,30.90781198130502,1.2577658015163935,251.55316030327864,12.577658015163934,238.9755022881147,143.38530137286884,83.64142580084015,11.948775114405747,0.0,2.9651111868980484,48.23996194811209,0.9991456889120762,1.0025073207960447,2.9676464801911133,48.28120912040202,0.00830460210038868,0.1351091625457944,0.01574913466275617,2.9651111868980484,3.1766356018790045,0.401401492010458,11.94877511440688,0.0,0.0,0.0,0.0,0.005850798711865446,1.0008698928692428,1.0008698928692428,14.029757610367918,12.93195938563982,5.556141117716793,4.516685226123766,0.45166852261237656,0.0,0.0,0.0,1.724449754362547,0.0,0.0,0.0,0.0,0.0,0.0,5.623139412099773,3.3490050860910663,1.1551582915880583,1.5203775264311066,5.623139412099773,0.0,5.623139412099773,0.0,0.0,0,True,0.06800487807713666,0.025951548347074537,45.409203035912036,4991.632164911305,1835.965111186898,5.142120735969318,3515.0
6,0.16,150.83385584369978,0.4886848549053528,0.38182131191002777,2.0343474875763365,0.12206084925458019,0.0452224866958755,0.047807165958043914,153.9538,1.164153218269348e-16,2.026545727549578,33.298534264539654,0.9220444838803593,12.33955239375041,36.78371812564364,1.4960952974618777,299.21905949237555,14.960952974618777,284.2581065177568,170.55486391065406,99.49033728121486,14.212905325887851,0.0,-0.005911381338023186,49.68124942521744,0.998984289951779,1.0029824239517946,-0.005917391692224237,49.73176247608013,-1.5914678616636982e-05,0.13375234529189078,0.01643277674010223,-0.005911381338023186,3.7786333688659277,0.47747048351939525,14.212905325887599,0.0,0.0,0.0,0.0,0.006309094045072294,1.0010385076716324,1.0010385076716324,15.475445261017404,14.14102668735293,6.0210195106469975,4.6866096278151606,0.4686609627815161,0.0,0.0,0.0,2.197095286582443,0.0,0.0,0.0,0.0,0.0,0.0,6.103824782976929,3.682062316169322,1.267309695038752,1.6319232552882519,6.103824782976929,0.0,6.103824782976929,0.0,0.0,0,True,0.07295702265373008,0.027734535957854575,48.71592080234421,4995.710635806383,1832.994088618662,4.934804601240057,3515.0
7,0.18333333333333332,150.2992869829631,0.5068343247788127,0.39890945094314817,2.4922118143319647,0.14953270885991787,0.04845774048623952,0.05856697763680117,153.9538,1.164153218269348e-16,2.373772532433027,36.30621616895747,1.0053279247430544,13.085298574886211,42.83432170528838,1.741304916437901,348.2609832875802,17.41304916437901,330.8479341232012,198.5087604739207,115.7967769431204,16.542396706160073,0.0,-3.136098974724462,48.035587933249495,0.9988183912213411,1.0034712424395509,-3.1398090006028867,48.092414352235004,-0.008115697249617599,0.1243080310971017,0.01703869953574479,-3.136098974724462,4.3980444041271,0.5557386909306378,16.542396706160797,0.0,0.0,0.0,0.0,0.006743009051537685,1.0012132896976602,1.0012132896976602,16.932502428127957,15.356183535181604,6.486416701784943,4.856534029506543,0.48565340295065434,0.0,0.0,0.0,2.6915887594785217,0.0,0.0,0.0,0.0,0.0,0.0,6.584159869591636,4.0175302056479,1.3800205112796469,1.7423478435947255,6.584159869591636,0.0,6.584159869591636,0.0,0.0,0,True,0.07784364540798272,0.02938590492174321,51.97888738771287,4999.970638465495,1829.8639010252755,4.735380339847256,3515.0
8,0.20666666666666667,149.7449172833891,0.5249837946522738,0.41505708522458856,2.9693125724360643,0.17815875434616388,0.05159166449956246,0.06977884545224754,153.9538,1.7462298274040223e-16,2.733860883337025,39.35460607142697,1.0897385799376234,13.837020786086189,49.05962272023927,1.9933946584444637,398.67893168889276,19.933946584444637,378.7449851044481,227.24699106266885,132.56074478655685,18.937249255222422,0.0,-6.402909356455597,43.07374621479139,0.9986480060924073,1.0039737762593133,-6.411577770539423,43.13206049780634,-0.015927101380707884,0.10714503120650613,0.017583641277667348,-6.402909356455597,5.0348724895171335,0.6362059259254106,18.937249255221904,0.0,0.0,0.0,0.0,0.007171984494852457,1.001394367306511,1.001394367306511,18.41006718786528,16.586876699752935,6.957366457817955,5.026458431197939,0.5026458431197939,0.0,0.0,0.0,3.20685757823095,0.0,0.0,0.0,0.0,0.0,0.0,7.068860715215159,4.357662183808759,1.4942085602615163,1.8531958970702953,7.068860715215159,0.0,7.068860715215159,0.0,0.0,0,True,0.08273217535501017,0.031140510855447705,55.24312747148911,5004.393591823703,1826.5970906435443,4.543621567132449,3515.0
9,0.23,149.26009446666998,0.45368230586367847,0.4307737332035722,3.465128844624277,0.2079077306774566,0.054782391112372215,0.08143052784867053,153.9538,2.328306436538696e-16,3.048775368539147,40.724326190809386,1.127666462003034,13.25134078645747,54.598612382201765,2.2184553456881937,443.6910691376387,22.184553456881936,421.5065156807567,252.903909408454,147.52728048826484,21.075325784037855,0.0,-11.504654322581638,32.86130427865349,0.99849603370597,1.0044224284176229,-11.521982996648985,32.910801014088214,-0.027508802676117012,0.07857473242868084,0.017233327447292175,-11.504654322581638,5.60339588681353,0.7080464053291053,21.075325784036934,0.0,0.0,0.0,0.0,0.007601772360417813,1.0015572811657063,1.0015572811657063,19.170235614842262,17.043862378331873,7.036363693227051,4.358898281696049,0.43588982816960475,0.0,0.0,0.0,3.7423391521942184,0.0,0.0,0.0,0.0,0.0,0.0,7.207273884046068,4.510228197635252,1.5490132802055518,1.85607881153437,7.207273884046068,0.0,7.207273884046068,0.0,0.0,0,True,0.0836847107093696,0.028902319596997385,55.879168186920275,5009.4422554497,1821.4953456774183,4.355381277415176,3515.0
