metric,period,pct,value
fed_deficit_B,0,10,18.19530712857557
fed_deficit_B,1,10,35.463268793995134
fed_deficit_B,2,10,58.76639999798549
fed_deficit_B,3,10,85.06473279012995
fed_deficit_B,4,10,113.11522187809169
fed_deficit_B,5,10,138.40849439233386
fed_deficit_B,6,10,163.65379775300212
fed_deficit_B,7,10,188.02052443652224
fed_deficit_B,8,10,212.7658804149768
fed_deficit_B,9,10,237.8596208101024
fed_deficit_B,10,10,265.7170376327591
fed_deficit_B,11,10,292.17649547786493
fed_deficit_B,12,10,319.0142460425772
fed_deficit_B,13,10,347.2440268948154
fed_deficit_B,14,10,377.1347040678481
fed_deficit_B,0,25,20.460668706094424
fed_deficit_B,1,25,40.03205932531968
fed_deficit_B,2,25,66.26506706710165
fed_deficit_B,3,25,95.29778510104937
fed_deficit_B,4,25,127.06859831560251
fed_deficit_B,5,25,158.40333413439868
fed_deficit_B,6,25,187.2860859887389
fed_deficit_B,7,25,216.77977775562476
fed_deficit_B,8,25,246.40293387599178
fed_deficit_B,9,25,278.00169300666647
fed_deficit_B,10,25,309.8418252843269
fed_deficit_B,11,25,343.19807548806716
fed_deficit_B,12,25,377.3523935677428
fed_deficit_B,13,25,411.61378592163385
fed_deficit_B,14,25,448.4360745993902
fed_deficit_B,0,50,23.799405738474263
fed_deficit_B,1,50,45.85391362046079
fed_deficit_B,2,50,75.43735902545995
fed_deficit_B,3,50,109.22608783924915
fed_deficit_B,4,50,146.62131101412587
fed_deficit_B,5,50,182.02435939392893
fed_deficit_B,6,50,218.60762110023927
fed_deficit_B,7,50,255.387287668966
fed_deficit_B,8,50,293.5184022086378
fed_deficit_B,9,50,332.73534192726754
fed_deficit_B,10,50,373.077112217208
fed_deficit_B,11,50,414.785784720895
fed_deficit_B,12,50,459.84548989261975
fed_deficit_B,13,50,507.93194930472606
fed_deficit_B,14,50,556.4973990236524
fed_deficit_B,0,75,27.49221771163642
fed_deficit_B,1,75,52.56384453129914
fed_deficit_B,2,75,87.71364163092738
fed_deficit_B,3,75,127.58696558693207
fed_deficit_B,4,75,171.98303411855505
fed_deficit_B,5,75,215.5321495226937
fed_deficit_B,6,75,260.5492921243127
fed_deficit_B,7,75,305.2031460285838
fed_deficit_B,8,75,351.32692681238905
fed_deficit_B,9,75,398.5394282935814
fed_deficit_B,10,75,449.90574183503475
fed_deficit_B,11,75,503.44278723777217
fed_deficit_B,12,75,559.8565218379263
fed_deficit_B,13,75,615.5440162340757
fed_deficit_B,14,75,676.6586871950927
fed_deficit_B,0,90,30.717710328879942
fed_deficit_B,1,90,58.92735059758807
fed_deficit_B,2,90,98.54973383445798
fed_deficit_B,3,90,144.77017946695366
