filing_status,state,income_band_lo,income_band_hi,n_children,prob,source_level,n_unweighted
Single,Oklahoma,25000.0,55000.0,0,1.0,filing_state_band,1760
Single,Oklahoma,25000.0,55000.0,1,0.0,filing_state_band,1760
Single,Oklahoma,25000.0,55000.0,2,0.0,filing_state_band,1760
Single,Oklahoma,25000.0,55000.0,3+,0.0,filing_state_band,1760
Single,Oklahoma,55000.0,,0,1.0,filing_state_band,1667
Single,Oklahoma,55000.0,,1,0.0,filing_state_band,1667
Single,Oklahoma,55000.0,,2,0.0,filing_state_band,1667
Single,Oklahoma,55000.0,,3+,0.0,filing_state_band,1667
Single,Oregon,,25000.0,0,1.0,filing_state_band,1682
Single,Oregon,,25000.0,1,0.0,filing_state_band,1682
Single,Oregon,,25000.0,2,0.0,filing_state_band,1682
Single,Oregon,,25000.0,3+,0.0,filing_state_band,1682
Single,Oregon,25000.0,55000.0,0,1.0,filing_state_band,1814
Single,Oregon,25000.0,55000.0,1,0.0,filing_state_band,1814
Single,Oregon,25000.0,55000.0,2,0.0,filing_state_band,1814
Single,Oregon,25000.0,55000.0,3+,0.0,filing_state_band,1814
Single,Oregon,55000.0,,0,1.0,filing_state_band,3147
Single,Oregon,55000.0,,1,0.0,filing_state_band,3147
Single,Oregon,55000.0,,2,0.0,filing_state_band,3147
Single,Oregon,55000.0,,3+,0.0,filing_state_band,3147
Single,Pennsylvania,,25000.0,0,1.0,filing_state_band,5424
Single,Pennsylvania,,25000.0,1,0.0,filing_state_band,5424
Single,Pennsylvania,,25000.0,2,0.0,filing_state_band,5424
Single,Pennsylvania,,25000.0,3+,0.0,filing_state_band,5424
Single,Pennsylvania,25000.0,55000.0,0,1.0,filing_state_band,6313
Single,Pennsylvania,25000.0,55000.0,1,0.0,filing_state_band,6313
Single,Pennsylvania,25000.0,55000.0,2,0.0,filing_state_band,6313
Single,Pennsylvania,25000.0,55000.0,3+,0.0,filing_state_band,6313
Single,Pennsylvania,55000.0,,0,1.0,filing_state_band,7713
Single,Pennsylvania,55000.0,,1,0.0,filing_state_band,7713
Single,Pennsylvania,55000.0,,2,0.0,filing_state_band,7713
Single,Pennsylvania,55000.0,,3+,0.0,filing_state_band,7713
Single,Rhode Island,,25000.0,0,1.0,filing_state_band,423
Single,Rhode Island,,25000.0,1,0.0,filing_state_band,423
Single,Rhode Island,,25000.0,2,0.0,filing_state_band,423
Single,Rhode Island,,25000.0,3+,0.0,filing_state_band,423
Single,Rhode Island,25000.0,55000.0,0,1.0,filing_state_band,415
Single,Rhode Island,25000.0,55000.0,1,0.0,filing_state_band,415
Single,Rhode Island,25000.0,55000.0,2,0.0,filing_state_band,415
Single,Rhode Island,25000.0,55000.0,3+,0.0,filing_state_band,415
Single,Rhode Island,55000.0,,0,1.0,filing_state_band,791
Single,Rhode Island,55000.0,,1,0.0,filing_state_band,791
Single,Rhode Island,55000.0,,2,0.0,filing_state_band,791
Single,Rhode Island,55000.0,,3+,0.0,filing_state_band,791
Single,South Carolina,,25000.0,0,1.0,filing_state_band,2466
Single,South Carolina,,25000.0,1,0.0,filing_state_band,2466
Single,South Carolina,,25000.0,2,0.0,filing_state_band,2466
Single,South Carolina,,25000.0,3+,0.0,filing_state_band,2466
Single,South Carolina,25000.0,55000.0,0,1.0,filing_state_band,2464
Single,South Carolina,25000.0,55000.0,1,0.0,filing_state_band,2464
Single,South Carolina,25000.0,55000.0,2,0.0,filing_state_band,2464
Single,South Carolina,25000.0,55000.0,3+,0.0,filing_state_band,2464
Single,South Carolina,55000.0,,0,1.0,filing_state_band,2932
Single,South Carolina,55000.0,,1,0.0,filing_state_band,2932
Single,South Carolina,55000.0,,2,0.0,filing_state_band,2932
Single,South Carolina,55000.0,,3+,0.0,filing_state_band,2932
Single,South Dakota,,25000.0,0,1.0,filing_state_band,383
Single,South Dakota,,25000.0,1,0.0,filing_state_band,383
Single,South Dakota,,25000.0,2,0.0,filing_state_band,383
Single,South Dakota,,25000.0,3+,0.0,filing_state_band,383
Single,South Dakota,25000.0,55000.0,0,1.0,filing_state_band,484
Single,South Dakota,25000.0,55000.0,1,0.0,filing_state_band,484
Single,South Dakota,25000.0,55000.0,2,0.0,filing_state_band,484
Single,South Dakota,25000.0,55000.0,3+,0.0,filing_state_band,484
Single,South Dakota,55000.0,,0,1.0,filing_state_band,533
Single,South Dakota,55000.0,,1,0.0,filing_state_band,533
Single,South Dakota,55000.0,,2,0.0,filing_state_band,533
Single,South Dakota,55000.0,,3+,0.0,filing_state_band,533
Single,Tennessee,,25000.0,0,1.0,filing_state_band,3252
Single,Tennessee,,25000.0,1,0.0,filing_state_band,3252
Single,Tennessee,,25000.0,2,0.0,filing_state_band,3252
Single,Tennessee,,25000.0,3+,0.0,filing_state_band,3252
Single,Tennessee,25000.0,55000.0,0,1.0,filing_state_band,3262
Single,Tennessee,25000.0,55000.0,1,0.0,filing_state_band,3262
Single,Tennessee,25000.0,55000.0,2,0.0,filing_state_band,3262
Single,Tennessee,25000.0,55000.0,3+,0.0,filing_state_band,3262
Single,Tennessee,55000.0,,0,1.0,filing_state_band,3930
Single,Tennessee,55000.0,,1,0.0,filing_state_band,3930
Single,Tennessee,55000.0,,2,0.0,filing_state_band,3930
Single,Tennessee,55000.0,,3+,0.0,filing_state_band,3930
Single,Texas,,25000.0,0,1.0,filing_state_band,9613
Single,Texas,,25000.0,1,0.0,filing_state_band,9613
Single,Texas,,25000.0,2,0.0,filing_state_band,9613
Single,Texas,,25000.0,3+,0.0,filing_state_band,9613
Single,Texas,25000.0,55000.0,0,1.0,filing_state_band,9650
Single,Texas,25000.0,55000.0,1,0.0,filing_state_band,9650
Single,Texas,25000.0,55000.0,2,0.0,filing_state_band,9650
Single,Texas,25000.0,55000.0,3+,0.0,filing_state_band,9650
Single,Texas,55000.0,,0,1.0,filing_state_band,15018
Single,Texas,55000.0,,1,0.0,filing_state_band,15018
Single,Texas,55000.0,,2,0.0,filing_state_band,15018
Single,Texas,55000.0,,3+,0.0,filing_state_band,15018
Single,Utah,,25000.0,0,1.0,filing_state_band,618
Single,Utah,,25000.0,1,0.0,filing_state_band,618
Single,Utah,,25000.0,2,0.0,filing_state_band,618
Single,Utah,,25000.0,3+,0.0,filing_state_band,618
Single,Utah,25000.0,55000.0,0,1.0,filing_state_band,867
Single,Utah,25000.0,55000.0,1,0.0,filing_state_band,867
Single,Utah,25000.0,55000.0,2,0.0,filing_state_band,867
Single,Utah,25000.0,55000.0,3+,0.0,filing_state_band,867
Single,Utah,55000.0,,0,1.0,filing_state_band,1551
Single,Utah,55000.0,,1,0.0,filing_state_band,1551
Single,Utah,55000.0,,2,0.0,filing_state_band,1551
Single,Utah,55000.0,,3+,0.0,filing_state_band,1551
Single,Vermont,,25000.0,0,1.0,filing_state_band,277
Single,Vermont,,25000.0,1,0.0,filing_state_band,277
Single,Vermont,,25000.0,2,0.0,filing_state_band,277
Single,Vermont,,25000.0,3+,0.0,filing_state_band,277
Single,Vermont,25000.0,55000.0,0,1.0,filing_state_band,328
Single,Vermont,25000.0,55000.0,1,0.0,filing_state_band,328
Single,Vermont,25000.0,55000.0,2,0.0,filing_state_band,328
Single,Vermont,25000.0,55000.0,3+,0.0,filing_state_band,328
Single,Vermont,55000.0,,0,1.0,filing_state_band,507
Single,Vermont,55000.0,,1,0.0,filing_state_band,507
Single,Vermont,55000.0,,2,0.0,filing_state_band,507
Single,Vermont,55000.0,,3+,0.0,filing_state_band,507
Single,Virginia,,25000.0,0,1.0,filing_state_band,2849
Single,Virginia,,25000.0,1,0.0,filing_state_band,2849
Single,Virginia,,25000.0,2,0.0,filing_state_band,2849
Single,Virginia,,25000.0,3+,0.0,filing_state_band,2849
Single,Virginia,25000.0,55000.0,0,1.0,filing_state_band,3119
Single,Virginia,25000.0,55000.0,1,0.0,filing_state_band,3119
Single,Virginia,25000.0,55000.0,2,0.0,filing_state_band,3119
Single,Virginia,25000.0,55000.0,3+,0.0,filing_state_band,3119
Single,Virginia,55000.0,,0,1.0,filing_state_band,6366
Single,Virginia,55000.0,,1,0.0,filing_state_band,6366
Single,Virginia,55000.0,,2,0.0,filing_state_band,6366
Single,Virginia,55000.0,,3+,0.0,filing_state_band,6366
Single,Washington,,25000.0,0,1.0,filing_state_band,2399
Single,Washington,,25000.0,1,0.0,filing_state_band,2399
Single,Washington,,25000.0,2,0.0,filing_state_band,2399
Single,Washington,,25000.0,3+,0.0,filing_state_band,2399
Single,Washington,25000.0,55000.0,0,1.0,filing_state_band,2819
Single,Washington,25000.0,55000.0,1,0.0,filing_state_band,2819
Single,Washington,25000.0,55000.0,2,0.0,filing_state_band,2819
Single,Washington,25000.0,55000.0,3+,0.0,filing_state_band,2819
Single,Washington,55000.0,,0,1.0,filing_state_band,6070
Single,Washington,55000.0,,1,0.0,filing_state_band,6070
Single,Washington,55000.0,,2,0.0,filing_state_band,6070
Single,Washington,55000.0,,3+,0.0,filing_state_band,6070
Single,West Virginia,,25000.0,0,1.0,filing_state_band,1128
Single,West Virginia,,25000.0,1,0.0,filing_state_band,1128
Single,West Virginia,,25000.0,2,0.0,filing_state_band,1128
Single,West Virginia,,25000.0,3+,0.0,filing_state_band,1128
Single,West Virginia,25000.0,55000.0,0,1.0,filing_state_band,977
Single,West Virginia,25000.0,55000.0,1,0.0,filing_state_band,977
Single,West Virginia,25000.0,55000.0,2,0.0,filing_state_band,977
Single,West Virginia,25000.0,55000.0,3+,0.0,filing_state_band,977
Single,West Virginia,55000.0,,0,1.0,filing_state_band,790
Single,West Virginia,55000.0,,1,0.0,filing_state_band,790
Single,West Virginia,55000.0,,2,0.0,filing_state_band,790
Single,West Virginia,55000.0,,3+,0.0,filing_state_band,790
Single,Wisconsin,,25000.0,0,1.0,filing_state_band,2323
Single,Wisconsin,,25000.0,1,0.0,filing_state_band,2323
Single,Wisconsin,,25000.0,2,0.0,filing_state_band,2323
Single,Wisconsin,,25000.0,3+,0.0,filing_state_band,2323
Single,Wisconsin,25000.0,55000.0,0,1.0,filing_state_band,3040
Single,Wisconsin,25000.0,55000.0,1,0.0,filing_state_band,3040
Single,Wisconsin,25000.0,55000.0,2,0.0,filing_state_band,3040
Single,Wisconsin,25000.0,55000.0,3+,0.0,filing_state_band,3040
Single,Wisconsin,55000.0,,0,1.0,filing_state_band,3698
Single,Wisconsin,55000.0,,1,0.0,filing_state_band,3698
Single,Wisconsin,55000.0,,2,0.0,filing_state_band,3698
Single,Wisconsin,55000.0,,3+,0.0,filing_state_band,3698
Single,Wyoming,,25000.0,0,1.0,filing_state_band,261
Single,Wyoming,,25000.0,1,0.0,filing_state_band,261
Single,Wyoming,,25000.0,2,0.0,filing_state_band,261
Single,Wyoming,,25000.0,3+,0.0,filing_state_band,261
Single,Wyoming,25000.0,55000.0,0,1.0,filing_state_band,316
Single,Wyoming,25000.0,55000.0,1,0.0,filing_state_band,316
Single,Wyoming,25000.0,55000.0,2,0.0,filing_state_band,316
Single,Wyoming,25000.0,55000.0,3+,0.0,filing_state_band,316
Single,Wyoming,55000.0,,0,1.0,filing_state_band,355
Single,Wyoming,55000.0,,1,0.0,filing_state_band,355
Single,Wyoming,55000.0,,2,0.0,filing_state_band,355
Single,Wyoming,55000.0,,3+,0.0,filing_state_band,355
Head of household,Alabama,,25000.0,0,0.3803012798223279,filing_state_band,779
Head of household,Alabama,,25000.0,1,0.2651733536728994,filing_state_band,779
Head of household,Alabama,,25000.0,2,0.1810258768633697,filing_state_band,779
Head of household,Alabama,,25000.0,3+,0.173499489641403,filing_state_band,779
Head of household,Alabama,25000.0,55000.0,0,0.5169480766789387,filing_state_band,1034
Head of household,Alabama,25000.0,55000.0,1,0.23677372942321526,filing_state_band,1034
Head of household,Alabama,25000.0,55000.0,2,0.1526300198891287,filing_state_band,1034
Head of household,Alabama,25000.0,55000.0,3+,0.09364817400871736,filing_state_band,1034
Head of household,Alabama,55000.0,,0,0.609477534835665,filing_state_band,1666
Head of household,Alabama,55000.0,,1,0.23281114741280612,filing_state_band,1666
Head of household,Alabama,55000.0,,2,0.10318058697048393,filing_state_band,1666
Head of household,Alabama,55000.0,,3+,0.05453073078104493,filing_state_band,1666
Head of household,Alaska,,25000.0,0,0.29987293519695046,filing_state_band,62
Head of household,Alaska,,25000.0,1,0.25819567979669633,filing_state_band,62
Head of household,Alaska,,25000.0,2,0.22566709021601017,filing_state_band,62
Head of household,Alaska,,25000.0,3+,0.21626429479034306,filing_state_band,62
Head of household,Alaska,25000.0,55000.0,0,0.33687750895085167,filing_state_band,96
Head of household,Alaska,25000.0,55000.0,1,0.4007811652381469,filing_state_band,96
Head of household,Alaska,25000.0,55000.0,2,0.0980796354562222,filing_state_band,96
Head of household,Alaska,25000.0,55000.0,3+,0.16426169035477922,filing_state_band,96
Head of household,Alaska,55000.0,,0,0.46508519879719346,filing_state_band,251
Head of household,Alaska,55000.0,,1,0.2483572780933289,filing_state_band,251
Head of household,Alaska,55000.0,,2,0.21888109292051824,filing_state_band,251
Head of household,Alaska,55000.0,,3+,0.06767643018895943,filing_state_band,251
Head of household,Arizona,,25000.0,0,0.49145163484649224,filing_state_band,632
Head of household,Arizona,,25000.0,1,0.19979441597508804,filing_state_band,632
Head of household,Arizona,,25000.0,2,0.16910797696249602,filing_state_band,632
Head of household,Arizona,,25000.0,3+,0.1396459722159237,filing_state_band,632
Head of household,Arizona,25000.0,55000.0,0,0.49858153661304316,filing_state_band,1012
Head of household,Arizona,25000.0,55000.0,1,0.24301615379480676,filing_state_band,1012
Head of household,Arizona,25000.0,55000.0,2,0.14704458981376411,filing_state_band,1012
Head of household,Arizona,25000.0,55000.0,3+,0.11135771977838596,filing_state_band,1012
Head of household,Arizona,55000.0,,0,0.5988636195492949,filing_state_band,2920
Head of household,Arizona,55000.0,,1,0.1991861858751461,filing_state_band,2920
Head of household,Arizona,55000.0,,2,0.13334122486424102,filing_state_band,2920
Head of household,Arizona,55000.0,,3+,0.06860896971131794,filing_state_band,2920
Head of household,Arkansas,,25000.0,0,0.4233860225557233,filing_state_band,397
Head of household,Arkansas,,25000.0,1,0.22746647722227156,filing_state_band,397
Head of household,Arkansas,,25000.0,2,0.19909421898588048,filing_state_band,397
Head of household,Arkansas,,25000.0,3+,0.15005328123612469,filing_state_band,397
Head of household,Arkansas,25000.0,55000.0,0,0.42914853101196954,filing_state_band,648
Head of household,Arkansas,25000.0,55000.0,1,0.29077801958650706,filing_state_band,648
Head of household,Arkansas,25000.0,55000.0,2,0.16796789989118607,filing_state_band,648
Head of household,Arkansas,25000.0,55000.0,3+,0.11210554951033733,filing_state_band,648
Head of household,Arkansas,55000.0,,0,0.5896733933873484,filing_state_band,930
Head of household,Arkansas,55000.0,,1,0.19103215741532886,filing_state_band,930
Head of household,Arkansas,55000.0,,2,0.15461728146545217,filing_state_band,930
Head of household,Arkansas,55000.0,,3+,0.06467716773187057,filing_state_band,930
Head of household,California,,25000.0,0,0.43341000939714164,filing_state_band,2931
Head of household,California,,25000.0,1,0.2587701851179255,filing_state_band,2931
Head of household,California,,25000.0,2,0.18878454026069863,filing_state_band,2931
Head of household,California,,25000.0,3+,0.11903526522423424,filing_state_band,2931
Head of household,California,25000.0,55000.0,0,0.49718890864918647,filing_state_band,4760
Head of household,California,25000.0,55000.0,1,0.24226696999847352,filing_state_band,4760
Head of household,California,25000.0,55000.0,2,0.15760134917671897,filing_state_band,4760
Head of household,California,25000.0,55000.0,3+,0.10294277217562102,filing_state_band,4760
Head of household,California,55000.0,,0,0.628666463901414,filing_state_band,17094
Head of household,California,55000.0,,1,0.20161458757492204,filing_state_band,17094
Head of household,California,55000.0,,2,0.1182852707664028,filing_state_band,17094
Head of household,California,55000.0,,3+,0.05143367775726118,filing_state_band,17094
Head of household,Colorado,,25000.0,0,0.38535992331611063,filing_state_band,343
Head of household,Colorado,,25000.0,1,0.2894816823697192,filing_state_band,343
Head of household,Colorado,,25000.0,2,0.21298482687676806,filing_state_band,343
Head of household,Colorado,,25000.0,3+,0.1121735674374021,filing_state_band,343
Head of household,Colorado,25000.0,55000.0,0,0.4426200983881428,filing_state_band,526
Head of household,Colorado,25000.0,55000.0,1,0.30946392698397635,filing_state_band,526
Head of household,Colorado,25000.0,55000.0,2,0.14612695550388333,filing_state_band,526
Head of household,Colorado,25000.0,55000.0,3+,0.10178901912399753,filing_state_band,526
Head of household,Colorado,55000.0,,0,0.5684140760046932,filing_state_band,2043
Head of household,Colorado,55000.0,,1,0.2524921406883951,filing_state_band,2043
Head of household,Colorado,55000.0,,2,0.12877179783432302,filing_state_band,2043
Head of household,Colorado,55000.0,,3+,0.05032198547258869,filing_state_band,2043
Head of household,Connecticut,,25000.0,0,0.3534002491713876,filing_state_band,272
Head of household,Connecticut,,25000.0,1,0.33245574857196586,filing_state_band,272
Head of household,Connecticut,,25000.0,2,0.19197950212735948,filing_state_band,272
Head of household,Connecticut,,25000.0,3+,0.12216450012928703,filing_state_band,272
Head of household,Connecticut,25000.0,55000.0,0,0.4516785900924441,filing_state_band,432
Head of household,Connecticut,25000.0,55000.0,1,0.2746472528066603,filing_state_band,432
Head of household,Connecticut,25000.0,55000.0,2,0.19510568900582057,filing_state_band,432
Head of household,Connecticut,25000.0,55000.0,3+,0.07856846809507506,filing_state_band,432
Head of household,Connecticut,55000.0,,0,0.623604210733435,filing_state_band,1492
Head of household,Connecticut,55000.0,,1,0.2154311574597865,filing_state_band,1492
Head of household,Connecticut,55000.0,,2,0.12645112892911603,filing_state_band,1492
Head of household,Connecticut,55000.0,,3+,0.03451350287766245,filing_state_band,1492
Head of household,Delaware,,25000.0,0,0.3686828716789146,filing_state_band,68
Head of household,Delaware,,25000.0,1,0.2664782362916902,filing_state_band,68
Head of household,Delaware,,25000.0,2,0.21526286037309214,filing_state_band,68
Head of household,Delaware,,25000.0,3+,0.14957603165630298,filing_state_band,68
Head of household,Delaware,25000.0,55000.0,0,0.4690974060349391,filing_state_band,118
Head of household,Delaware,25000.0,55000.0,1,0.3059158284806776,filing_state_band,118
Head of household,Delaware,25000.0,55000.0,2,0.1973928004235045,filing_state_band,118
Head of household,Delaware,25000.0,55000.0,3+,0.027593965060878772,filing_state_band,118
Head of household,Delaware,55000.0,,0,0.5767230821739043,filing_state_band,368
Head of household,Delaware,55000.0,,1,0.21895641349956835,filing_state_band,368
Head of household,Delaware,55000.0,,2,0.12666385592965126,filing_state_band,368
Head of household,Delaware,55000.0,,3+,0.07765664839687607,filing_state_band,368
Head of household,District of Columbia,,25000.0,0,0.3552355235523552,filing_state_band,81
Head of household,District of Columbia,,25000.0,1,0.1713771377137714,filing_state_band,81
Head of household,District of Columbia,,25000.0,2,0.23174317431743174,filing_state_band,81
Head of household,District of Columbia,,25000.0,3+,0.24164416441644165,filing_state_band,81
Head of household,District of Columbia,25000.0,55000.0,0,0.4850563806882458,filing_state,367
Head of household,District of Columbia,25000.0,55000.0,1,0.23285771630843338,filing_state,367
Head of household,District of Columbia,25000.0,55000.0,2,0.17921395467649529,filing_state,367
Head of household,District of Columbia,25000.0,55000.0,3+,0.10287194832682553,filing_state,367
Head of household,District of Columbia,55000.0,,0,0.5755011892626571,filing_state_band,238
Head of household,District of Columbia,55000.0,,1,0.255181787291879,filing_state_band,238
Head of household,District of Columbia,55000.0,,2,0.14593951749915052,filing_state_band,238
Head of household,District of Columbia,55000.0,,3+,0.023377505946313284,filing_state_band,238
Head of household,Florida,,25000.0,0,0.42017282149881763,filing_state_band,1639
Head of household,Florida,,25000.0,1,0.2736590863886495,filing_state_band,1639
Head of household,Florida,,25000.0,2,0.17761276492298173,filing_state_band,1639
Head of household,Florida,,25000.0,3+,0.12855532718955115,filing_state_band,1639
Head of household,Florida,25000.0,55000.0,0,0.5108980627240906,filing_state_band,3285
Head of household,Florida,25000.0,55000.0,1,0.25757124838796536,filing_state_band,3285
Head of household,Florida,25000.0,55000.0,2,0.15342318212094158,filing_state_band,3285
Head of household,Florida,25000.0,55000.0,3+,0.07810750676700254,filing_state_band,3285
Head of household,Florida,55000.0,,0,0.6499659151057546,filing_state_band,8385
Head of household,Florida,55000.0,,1,0.20742715433294692,filing_state_band,8385
Head of household,Florida,55000.0,,2,0.10798968208089549,filing_state_band,8385
Head of household,Florida,55000.0,,3+,0.034617248480402964,filing_state_band,8385
Head of household,Georgia,,25000.0,0,0.42253004983875697,filing_state_band,1110
Head of household,Georgia,,25000.0,1,0.2528877162122545,filing_state_band,1110
Head of household,Georgia,,25000.0,2,0.1628261506889475,filing_state_band,1110
Head of household,Georgia,,25000.0,3+,0.16175608326004104,filing_state_band,1110
Head of household,Georgia,25000.0,55000.0,0,0.49413669480744765,filing_state_band,1825
Head of household,Georgia,25000.0,55000.0,1,0.2541829536255349,filing_state_band,1825
Head of household,Georgia,25000.0,55000.0,2,0.15282988319648433,filing_state_band,1825
Head of household,Georgia,25000.0,55000.0,3+,0.09885046837053313,filing_state_band,1825
Head of household,Georgia,55000.0,,0,0.5888515165434367,filing_state_band,4141
Head of household,Georgia,55000.0,,1,0.22585691213171247,filing_state_band,4141
Head of household,Georgia,55000.0,,2,0.13157911448003168,filing_state_band,4141
Head of household,Georgia,55000.0,,3+,0.05371245684481916,filing_state_band,4141
Head of household,Hawaii,,25000.0,0,0.3525199669512531,filing_state_band,65
Head of household,Hawaii,,25000.0,1,0.3689066372900028,filing_state_band,65
Head of household,Hawaii,,25000.0,2,0.10754613054255026,filing_state_band,65
Head of household,Hawaii,,25000.0,3+,0.17102726521619388,filing_state_band,65
Head of household,Hawaii,25000.0,55000.0,0,0.4123200217332247,filing_state_band,127
Head of household,Hawaii,25000.0,55000.0,1,0.33177125781037764,filing_state_band,127
Head of household,Hawaii,25000.0,55000.0,2,0.13406682966585168,filing_state_band,127
Head of household,Hawaii,25000.0,55000.0,3+,0.12184189079054605,filing_state_band,127
Head of household,Hawaii,55000.0,,0,0.6109762088567618,filing_state_band,707
Head of household,Hawaii,55000.0,,1,0.1783563758860271,filing_state_band,707
Head of household,Hawaii,55000.0,,2,0.1459049757877746,filing_state_band,707
Head of household,Hawaii,55000.0,,3+,0.06476243946943645,filing_state_band,707
Head of household,Idaho,,25000.0,0,0.2972651605231867,filing_state_band,104
Head of household,Idaho,,25000.0,1,0.3733650416171225,filing_state_band,104
Head of household,Idaho,,25000.0,2,0.25360964837778155,filing_state_band,104
Head of household,Idaho,,25000.0,3+,0.07576014948190929,filing_state_band,104
Head of household,Idaho,25000.0,55000.0,0,0.4235586960012847,filing_state_band,220
Head of household,Idaho,25000.0,55000.0,1,0.33687971735988437,filing_state_band,220
Head of household,Idaho,25000.0,55000.0,2,0.15858358760237676,filing_state_band,220
Head of household,Idaho,25000.0,55000.0,3+,0.08097799903645415,filing_state_band,220
Head of household,Idaho,55000.0,,0,0.4681273972390018,filing_state_band,586
Head of household,Idaho,55000.0,,1,0.2978865475099772,filing_state_band,586
Head of household,Idaho,55000.0,,2,0.1454260291628492,filing_state_band,586
Head of household,Idaho,55000.0,,3+,0.0885600260881718,filing_state_band,586
Head of household,Illinois,,25000.0,0,0.39458665863574766,filing_state_band,1019
Head of household,Illinois,,25000.0,1,0.28758470109923207,filing_state_band,1019
Head of household,Illinois,,25000.0,2,0.17399488028911309,filing_state_band,1019
Head of household,Illinois,,25000.0,3+,0.14383375997590725,filing_state_band,1019
Head of household,Illinois,25000.0,55000.0,0,0.4577534182105196,filing_state_band,1744
Head of household,Illinois,25000.0,55000.0,1,0.2642108823861046,filing_state_band,1744
Head of household,Illinois,25000.0,55000.0,2,0.19253263784372074,filing_state_band,1744
Head of household,Illinois,25000.0,55000.0,3+,0.08550306155965506,filing_state_band,1744
Head of household,Illinois,55000.0,,0,0.5961114365962515,filing_state_band,4697
Head of household,Illinois,55000.0,,1,0.23118052487236332,filing_state_band,4697
Head of household,Illinois,55000.0,,2,0.12003199919028813,filing_state_band,4697
Head of household,Illinois,55000.0,,3+,0.052676039341096964,filing_state_band,4697
Head of household,Indiana,,25000.0,0,0.3375560833993138,filing_state_band,594
Head of household,Indiana,,25000.0,1,0.30994152046783624,filing_state_band,594
Head of household,Indiana,,25000.0,2,0.15704740870386577,filing_state_band,594
Head of household,Indiana,,25000.0,3+,0.19545498742898418,filing_state_band,594
Head of household,Indiana,25000.0,55000.0,0,0.40053501226685584,filing_state_band,1127
Head of household,Indiana,25000.0,55000.0,1,0.2855147645650439,filing_state_band,1127
Head of household,Indiana,25000.0,55000.0,2,0.20538854896396797,filing_state_band,1127
Head of household,Indiana,25000.0,55000.0,3+,0.1085616742041323,filing_state_band,1127
Head of household,Indiana,55000.0,,0,0.5534869885029052,filing_state_band,2345
Head of household,Indiana,55000.0,,1,0.24512841513166028,filing_state_band,2345
Head of household,Indiana,55000.0,,2,0.13946408703177154,filing_state_band,2345
Head of household,Indiana,55000.0,,3+,0.061920509333663,filing_state_band,2345
Head of household,Iowa,,25000.0,0,0.26538345864661655,filing_state_band,218
Head of household,Iowa,,25000.0,1,0.38661654135338347,filing_state_band,218
Head of household,Iowa,,25000.0,2,0.1874887218045113,filing_state_band,218
Head of household,Iowa,,25000.0,3+,0.16051127819548872,filing_state_band,218
Head of household,Iowa,25000.0,55000.0,0,0.3543748195206468,filing_state_band,428
Head of household,Iowa,25000.0,55000.0,1,0.31080951005871593,filing_state_band,428
Head of household,Iowa,25000.0,55000.0,2,0.19512946385600155,filing_state_band,428
Head of household,Iowa,25000.0,55000.0,3+,0.13968620656463568,filing_state_band,428
Head of household,Iowa,55000.0,,0,0.44956674041297934,filing_state_band,962
Head of household,Iowa,55000.0,,1,0.286688790560472,filing_state_band,962
Head of household,Iowa,55000.0,,2,0.1727046460176991,filing_state_band,962
Head of household,Iowa,55000.0,,3+,0.09103982300884955,filing_state_band,962
Head of household,Kansas,,25000.0,0,0.36778983438035406,filing_state_band,186
Head of household,Kansas,,25000.0,1,0.2312524711154066,filing_state_band,186
Head of household,Kansas,,25000.0,2,0.22286166146817205,filing_state_band,186
Head of household,Kansas,,25000.0,3+,0.1780960330360673,filing_state_band,186
Head of household,Kansas,25000.0,55000.0,0,0.424337303518162,filing_state_band,396
Head of household,Kansas,25000.0,55000.0,1,0.34360786138907107,filing_state_band,396
Head of household,Kansas,25000.0,55000.0,2,0.14882904228987284,filing_state_band,396
Head of household,Kansas,25000.0,55000.0,3+,0.08322579280289408,filing_state_band,396
Head of household,Kansas,55000.0,,0,0.5043283746777543,filing_state_band,881
Head of household,Kansas,55000.0,,1,0.2518682729634571,filing_state_band,881
Head of household,Kansas,55000.0,,2,0.16815961320480283,filing_state_band,881
Head of household,Kansas,55000.0,,3+,0.07564373915398581,filing_state_band,881
Head of household,Kentucky,,25000.0,0,0.43173293823996584,filing_state_band,604
Head of household,Kentucky,,25000.0,1,0.2631108263591345,filing_state_band,604
Head of household,Kentucky,,25000.0,2,0.18975159839293104,filing_state_band,604
Head of household,Kentucky,,25000.0,3+,0.1154046370079686,filing_state_band,604
Head of household,Kentucky,25000.0,55000.0,0,0.5064465102169061,filing_state_band,820
Head of household,Kentucky,25000.0,55000.0,1,0.26931244447333635,filing_state_band,820
Head of household,Kentucky,25000.0,55000.0,2,0.13792281522893238,filing_state_band,820
Head of household,Kentucky,25000.0,55000.0,3+,0.08631823008082515,filing_state_band,820
Head of household,Kentucky,55000.0,,0,0.5634408602150538,filing_state_band,1473
Head of household,Kentucky,55000.0,,1,0.2397786581148211,filing_state_band,1473
Head of household,Kentucky,55000.0,,2,0.13575426020247752,filing_state_band,1473
Head of household,Kentucky,55000.0,,3+,0.061026221467647614,filing_state_band,1473
Head of household,Louisiana,,25000.0,0,0.38170215861732093,filing_state_band,791
Head of household,Louisiana,,25000.0,1,0.24047225599933486,filing_state_band,791
Head of household,Louisiana,,25000.0,2,0.1978507363410553,filing_state_band,791
