ref_area,source,indicator,classif1,classif2,time,obs_value,obs_status,note_classif,note_indicator,note_source
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_S,OCU_ISCO08_7,2023,257.211,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_S,OCU_ISCO08_8,2023,64.689,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_S,OCU_ISCO08_9,2023,104.373,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_T,OCU_ISCO08_TOTAL,2023,77.092,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_T,OCU_ISCO08_2,2023,0.959,U,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_T,OCU_ISCO08_4,2023,5.103,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_T,OCU_ISCO08_7,2023,0.299,U,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_T,OCU_ISCO08_9,2023,70.731,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_U,OCU_ISCO08_TOTAL,2023,17.325,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_U,OCU_ISCO08_3,2023,9.998,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_U,OCU_ISCO08_4,2023,1.545,U,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_U,OCU_ISCO08_7,2023,2.31,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_U,OCU_ISCO08_8,2023,2.017,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_U,OCU_ISCO08_9,2023,1.454,U,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_X,OCU_ISCO08_TOTAL,2023,132.693,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_X,OCU_ISCO08_X,2023,132.693,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_TOTAL,OCU_ISCO08_TOTAL,2022,28229.34,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_TOTAL,OCU_ISCO08_1,2022,436.42,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_TOTAL,OCU_ISCO08_2,2022,5880.35,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_TOTAL,OCU_ISCO08_3,2022,4858.549,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_TOTAL,OCU_ISCO08_4,2022,3269.244,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_TOTAL,OCU_ISCO08_5,2022,2680.95,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_TOTAL,OCU_ISCO08_6,2022,1462.858,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_TOTAL,OCU_ISCO08_7,2022,2402.624,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_TOTAL,OCU_ISCO08_8,2022,3038.491,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_TOTAL,OCU_ISCO08_9,2022,4059.628,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_TOTAL,OCU_ISCO08_X,2022,140.226,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_A,OCU_ISCO08_TOTAL,2022,1525.745,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_A,OCU_ISCO08_2,2022,4.723,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_A,OCU_ISCO08_3,2022,11.959,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_A,OCU_ISCO08_4,2022,2.285,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_A,OCU_ISCO08_5,2022,1.543,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_A,OCU_ISCO08_6,2022,1430.631,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_A,OCU_ISCO08_7,2022,0.245,U,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_A,OCU_ISCO08_8,2022,2.211,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_A,OCU_ISCO08_9,2022,72.147,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_B,OCU_ISCO08_TOTAL,2022,9.255,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_B,OCU_ISCO08_1,2022,0.219,U,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_B,OCU_ISCO08_3,2022,2.008,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_B,OCU_ISCO08_7,2022,2.598,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_B,OCU_ISCO08_8,2022,3.136,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_B,OCU_ISCO08_9,2022,1.294,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_C,OCU_ISCO08_TOTAL,2022,4503.186,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_C,OCU_ISCO08_1,2022,106.25,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_C,OCU_ISCO08_2,2022,570.96,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_C,OCU_ISCO08_3,2022,975.022,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_C,OCU_ISCO08_4,2022,14.966,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_C,OCU_ISCO08_5,2022,109.476,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_C,OCU_ISCO08_6,2022,,U,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_C,OCU_ISCO08_7,2022,696.109,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_C,OCU_ISCO08_8,2022,1513.775,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_C,OCU_ISCO08_9,2022,516.494,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_D,OCU_ISCO08_TOTAL,2022,80.156,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_D,OCU_ISCO08_1,2022,2.665,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_D,OCU_ISCO08_2,2022,25.209,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_D,OCU_ISCO08_3,2022,22.79,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_D,OCU_ISCO08_4,2022,0.259,U,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_D,OCU_ISCO08_5,2022,0.666,U,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_D,OCU_ISCO08_7,2022,7.551,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_D,OCU_ISCO08_8,2022,12.913,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_D,OCU_ISCO08_9,2022,8.102,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_E,OCU_ISCO08_TOTAL,2022,154.266,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_E,OCU_ISCO08_1,2022,2.885,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_E,OCU_ISCO08_2,2022,4.06,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_E,OCU_ISCO08_3,2022,31.983,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_E,OCU_ISCO08_4,2022,0.986,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_E,OCU_ISCO08_5,2022,2.765,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_E,OCU_ISCO08_6,2022,1.242,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_E,OCU_ISCO08_7,2022,8.584,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_E,OCU_ISCO08_8,2022,58.114,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_E,OCU_ISCO08_9,2022,43.647,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_F,OCU_ISCO08_TOTAL,2022,2122.968,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_F,OCU_ISCO08_1,2022,57.657,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_F,OCU_ISCO08_2,2022,215.051,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_F,OCU_ISCO08_3,2022,292.783,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_F,OCU_ISCO08_4,2022,1.805,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_F,OCU_ISCO08_5,2022,21.258,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_F,OCU_ISCO08_6,2022,2.672,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_F,OCU_ISCO08_7,2022,1017.441,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_F,OCU_ISCO08_8,2022,177.857,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_F,OCU_ISCO08_9,2022,336.445,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_G,OCU_ISCO08_TOTAL,2022,3312.526,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_G,OCU_ISCO08_1,2022,39.042,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_G,OCU_ISCO08_2,2022,233.822,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_G,OCU_ISCO08_3,2022,580.765,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_G,OCU_ISCO08_4,2022,11.998,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_G,OCU_ISCO08_5,2022,1892.64,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_G,OCU_ISCO08_6,2022,0.691,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_G,OCU_ISCO08_7,2022,91.798,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_G,OCU_ISCO08_8,2022,66.874,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_G,OCU_ISCO08_9,2022,394.896,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_H,OCU_ISCO08_TOTAL,2022,1655.238,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_H,OCU_ISCO08_1,2022,14.707,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_H,OCU_ISCO08_2,2022,48.136,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_H,OCU_ISCO08_3,2022,231.974,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_H,OCU_ISCO08_4,2022,26.898,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_H,OCU_ISCO08_5,2022,12.46,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_H,OCU_ISCO08_6,2022,,U,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_H,OCU_ISCO08_7,2022,32.577,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_H,OCU_ISCO08_8,2022,866.69,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_H,OCU_ISCO08_9,2022,421.771,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_I,OCU_ISCO08_TOTAL,2022,2181.989,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_I,OCU_ISCO08_1,2022,23.419,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_I,OCU_ISCO08_2,2022,9.033,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_I,OCU_ISCO08_3,2022,31.087,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_I,OCU_ISCO08_4,2022,1509.806,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_I,OCU_ISCO08_5,2022,203.302,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_I,OCU_ISCO08_7,2022,39.951,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_I,OCU_ISCO08_8,2022,3.575,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_I,OCU_ISCO08_9,2022,361.816,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_J,OCU_ISCO08_TOTAL,2022,980.715,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_J,OCU_ISCO08_1,2022,21.08,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_J,OCU_ISCO08_2,2022,626.775,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_J,OCU_ISCO08_3,2022,214.396,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_J,OCU_ISCO08_4,2022,2.897,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_J,OCU_ISCO08_5,2022,24.624,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_J,OCU_ISCO08_6,2022,,U,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_J,OCU_ISCO08_7,2022,33.464,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_J,OCU_ISCO08_8,2022,8.228,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_J,OCU_ISCO08_9,2022,49.191,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_K,OCU_ISCO08_TOTAL,2022,728.313,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_K,OCU_ISCO08_1,2022,31.36,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_K,OCU_ISCO08_2,2022,77.304,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_K,OCU_ISCO08_3,2022,358.729,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_K,OCU_ISCO08_4,2022,2.57,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_K,OCU_ISCO08_5,2022,250.081,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_K,OCU_ISCO08_6,2022,0.249,U,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_K,OCU_ISCO08_7,2022,0.716,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_K,OCU_ISCO08_8,2022,2.488,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_K,OCU_ISCO08_9,2022,4.816,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_L,OCU_ISCO08_TOTAL,2022,552.266,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_L,OCU_ISCO08_1,2022,23.669,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_L,OCU_ISCO08_2,2022,179.467,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_L,OCU_ISCO08_3,2022,133.027,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_L,OCU_ISCO08_4,2022,1.013,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_L,OCU_ISCO08_5,2022,5.636,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_L,OCU_ISCO08_6,2022,1.278,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_L,OCU_ISCO08_7,2022,22.748,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_L,OCU_ISCO08_8,2022,36.1,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_L,OCU_ISCO08_9,2022,149.327,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_M,OCU_ISCO08_TOTAL,2022,1287.853,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_M,OCU_ISCO08_1,2022,31.553,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_M,OCU_ISCO08_2,2022,761.731,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_M,OCU_ISCO08_3,2022,395.631,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_M,OCU_ISCO08_4,2022,23.138,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_M,OCU_ISCO08_5,2022,23.587,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_M,OCU_ISCO08_6,2022,,U,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_M,OCU_ISCO08_7,2022,18.234,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_M,OCU_ISCO08_8,2022,20.345,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_M,OCU_ISCO08_9,2022,13.389,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_N,OCU_ISCO08_TOTAL,2022,1422.962,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_N,OCU_ISCO08_1,2022,16.008,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_N,OCU_ISCO08_2,2022,61.214,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_N,OCU_ISCO08_3,2022,315.53,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_N,OCU_ISCO08_4,2022,108.943,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_N,OCU_ISCO08_5,2022,68.436,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_N,OCU_ISCO08_6,2022,13.23,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_N,OCU_ISCO08_7,2022,87.931,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_N,OCU_ISCO08_8,2022,112.276,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_N,OCU_ISCO08_9,2022,639.395,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_O,OCU_ISCO08_TOTAL,2022,1258.735,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_O,OCU_ISCO08_1,2022,12.31,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_O,OCU_ISCO08_2,2022,106.721,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_O,OCU_ISCO08_3,2022,598.677,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_O,OCU_ISCO08_4,2022,258.656,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_O,OCU_ISCO08_5,2022,2.469,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_O,OCU_ISCO08_6,2022,2.998,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_O,OCU_ISCO08_7,2022,14.879,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_O,OCU_ISCO08_8,2022,13.892,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_O,OCU_ISCO08_9,2022,248.132,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_P,OCU_ISCO08_TOTAL,2022,1901.496,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_P,OCU_ISCO08_1,2022,29.701,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_P,OCU_ISCO08_2,2022,1315.074,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_P,OCU_ISCO08_3,2022,256.157,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_P,OCU_ISCO08_4,2022,126.347,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_P,OCU_ISCO08_5,2022,1.274,U,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_P,OCU_ISCO08_6,2022,0.814,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_P,OCU_ISCO08_7,2022,20.612,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_P,OCU_ISCO08_8,2022,30.958,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_P,OCU_ISCO08_9,2022,120.559,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_Q,OCU_ISCO08_TOTAL,2022,2714.157,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_Q,OCU_ISCO08_1,2022,17.99,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_Q,OCU_ISCO08_2,2022,1325.245,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_Q,OCU_ISCO08_3,2022,214.12,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_Q,OCU_ISCO08_4,2022,655.484,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_Q,OCU_ISCO08_5,2022,5.228,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_Q,OCU_ISCO08_6,2022,0.411,U,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_Q,OCU_ISCO08_7,2022,15.478,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_Q,OCU_ISCO08_8,2022,33.295,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_Q,OCU_ISCO08_9,2022,446.905,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_R,OCU_ISCO08_TOTAL,2022,482.215,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_R,OCU_ISCO08_1,2022,3.533,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_R,OCU_ISCO08_2,2022,179.262,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_R,OCU_ISCO08_3,2022,64.86,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_R,OCU_ISCO08_4,2022,140.924,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_R,OCU_ISCO08_5,2022,29.116,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_R,OCU_ISCO08_6,2022,8.091,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_R,OCU_ISCO08_7,2022,9.37,,,,R1:3513
KOR,BA:222,EMP_TEMP_ECO_OCU_NB,ECO_ISIC4_R,OCU_ISCO08_8,2022,5.394,,,,R1:3513
