metric,period,pct,value
fed_deficit_B,0,10,247.7792210133426
fed_deficit_B,1,10,679.4087605328953
fed_deficit_B,2,10,1270.830309728886
fed_deficit_B,3,10,1780.0986230676401
fed_deficit_B,4,10,2197.5954282345638
fed_deficit_B,5,10,2499.7074677975147
fed_deficit_B,6,10,2550.737526743933
fed_deficit_B,7,10,2645.2823719658813
fed_deficit_B,8,10,2706.6271537687508
fed_deficit_B,9,10,2755.4862228072616
fed_deficit_B,0,25,281.00474713491093
fed_deficit_B,1,25,742.7854466712206
fed_deficit_B,2,25,1371.9387297218284
fed_deficit_B,3,25,1910.8782879969638
fed_deficit_B,4,25,2349.5400803851485
fed_deficit_B,5,25,2633.034284068606
fed_deficit_B,6,25,2676.5565606160953
fed_deficit_B,7,25,2765.795017960044
fed_deficit_B,8,25,2833.299475173056
fed_deficit_B,9,25,2892.338133027357
fed_deficit_B,0,50,311.187804131497
fed_deficit_B,1,50,811.1191717047784
fed_deficit_B,2,50,1477.6778628304749
fed_deficit_B,3,50,2043.9802080321954
fed_deficit_B,4,50,2498.1901538999005
fed_deficit_B,5,50,2761.2027148886173
fed_deficit_B,6,50,2808.9892784715285
fed_deficit_B,7,50,2916.160645935814
fed_deficit_B,8,50,2997.6267693402224
fed_deficit_B,9,50,3063.9445026623657
fed_deficit_B,0,75,337.1537407761371
fed_deficit_B,1,75,862.9022071820383
fed_deficit_B,2,75,1570.0672913671845
fed_deficit_B,3,75,2182.789993970808
fed_deficit_B,4,75,2654.8277476991175
fed_deficit_B,5,75,2875.9515142610917
fed_deficit_B,6,75,2941.55785522841
fed_deficit_B,7,75,3054.288956108775
fed_deficit_B,8,75,3150.2441695941648
fed_deficit_B,9,75,3237.6232716858804
fed_deficit_B,0,90,352.98239378772183
fed_deficit_B,1,90,902.4918135070183
fed_deficit_B,2,90,1656.1651751029435
fed_deficit_B,3,90,2312.474315999327
fed_deficit_B,4,90,2792.756900996876
fed_deficit_B,5,90,2965.0985686163417
