period,adoption,employed_M,on_ui_M,exhausted_M,reabsorbed_M,exited_M,induced_M,retired_M,population_M,max_cell_resid_M,employment_drop_pct,revenue_lost_B,revenue_lost_pct,transfers_added_B,corp_offset_B,compute_pool_tax_B,saved_bill_B,automation_spend_B,net_saving_B,retained_profit_B,price_reduction_B,survivor_gains_B,offshore_leak_B,fed_deficit_B,fed_debt_B,price_level,productivity_index,fed_deficit_real_B,fed_debt_real_B,fed_deficit_pct_gdp,fed_debt_pct_gdp,state_gap_pct_gdp,headline_deficit,survivor_gain_fed_B,survivor_gain_state_B,survivor_wage_cost_B,survivor_overflow_profit_B,survivor_overflow_price_B,survivor_overflow_corp_tax_B,survivor_market_frac,survivor_slack_prev,W_survivor,W_survivor_mech,W_reab,refuge_capacity,inc_fed_loss_B,payroll_fed_loss_B,transfer_fed_B,ui_outlay_fed_B,ui_tax_fed_B,ubi_outlay_B,ubi_recapture_B,automation_tax_B,ssdi_outlay_B,income_surcharge_fed_B,corp_surcharge_fed_B,excise_surcharge_fed_B,income_surcharge_state_B,corp_surcharge_state_B,cons_surcharge_state_B,state_net_total_B,inc_state_loss_B,cons_state_loss_B,transfer_state_B,state_gap_B,ubi_required_rate,state_rate_hike_B,state_spending_cut_B,state_close_residual_B,n_states_capped,state_balanced,induced_pending_M,standing_withdrawal_B,fed_revenue_B,fed_deficit_abs_B,fed_deficit_abs_pct_gdp,state_fiscal_position_B
0,0.02,153.46383430895304,0.48996569104693144,0.0,0.0,0.0,0.0,0.0,153.9538,0.0,0.3182550161457187,13.03315576093044,0.36089124168197295,7.783535490477845,5.404283370147272,0.5079605017411868,50.79605017411867,5.079605017411867,45.716445156706804,25.144044836188744,11.429111289176701,9.143289031341359,0.0,9.901562017804562,9.901562017804562,0.9998831678685851,1.001687674986935,9.902718973569046,9.902718973569046,0.033742949188032376,0.033742949188032376,0.0076750564126011,9.901562017804562,2.430701966822976,0.3071342426544166,9.143289031340437,0.0,0.0,0.0,0.0,0.0,1.0006556001901223,1.0006556001901223,1.0,0.9990340748950362,5.868160158243611,5.733834495800045,2.3851524214813526,4.730400867767765,0.47304008677677656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.252175606703388,1.4311611068867827,0.4601665412422952,0.6679822012287259,2.252175606703388,0.0,2.252175606703388,0.0,0.0,0,True,0.022788401100817857,15.21660153962899,4980.013991271445,1842.9015620178045,6.280315535457334,3515.0
1,0.05111111111111111,152.62812075313704,0.8129251547152024,0.1818091515773967,0.29369545253122686,0.009799313820938627,0.022788401100817857,0.004661773117369147,153.9538,1.164153218269348e-16,0.8610890064830845,27.714226567278267,0.7674136503534387,14.55915725491487,14.231987725691768,1.3362551425105245,133.62551425105244,13.362551425105243,120.26296282594718,66.14462955427096,30.065740706486796,24.052592565189435,0.0,14.003187861296118,24.20179673963482,0.999693500175595,1.004439645154393,14.007481151809504,24.209216860351496,0.0455492073701691,0.0787229786062639,0.014926877217277135,14.003187861296118,7.567689715106188,0.9561879940500341,24.05259256518978,0.0,0.0,0.0,0.00031825501614571875,0.003182550161457187,1.002053458755266,1.0017352037391203,1.0,0.996939669098884,12.521660286154793,12.143555401816304,5.247682960309252,7.833149052830394,0.7833149052830395,0.0,0.0,0.0,0.17638764877689528,0.0,0.0,0.0,0.0,0.0,0.0,4.588968237302979,3.049010879307172,1.0178201102706175,1.4783252417752242,4.588968237302979,0.0,4.588968237302979,0.0,0.0,0,True,0.01741717426410655,26.846649630790527,4982.054031800621,1847.003187861296,6.007884208265605,3515.0
2,0.08222222222222221,151.73598814349185,0.8747154353810668,0.37032992692093725,0.9023407032568631,0.03014976796880697,0.025901074800083943,0.01437494818036696,153.9538,1.164153218269348e-16,1.440569740083153,36.05786523635027,0.9984510272298546,17.21004130873443,23.572264141620238,2.210973613189659,221.09736131896588,22.10973613189659,198.98762518706928,109.4431938528881,49.74690629676732,39.79752503741385,0.0,8.25932040370994,33.18717104553381,0.9994943271441769,1.0073458563234015,8.26349903086397,33.203961387513274,0.025639745429066548,0.10302428959362818,0.017399487429104573,8.25932040370994,13.026014585422532,1.6457371349600962,39.797525037414104,0.0,0.0,0.0,0.0006673126157421883,0.0066731261574218825,1.0035569529910446,1.0028896403753025,1.0,0.9941247434018405,16.38107642526062,15.704433200162883,6.870374794714312,8.411102778184476,0.8411102778184478,0.0,0.0,0.0,0.5426958234385254,0.0,0.0,0.0,0.0,0.0,0.0,5.604889562373862,3.9723556109267597,1.3497073505715553,1.9285637358356413,5.604889562373862,0.0,5.604889562373862,0.0,0.0,0,True,0.013594356748820388,26.37246210721647,4990.364852992628,1841.25932040371,5.7158964583625504,3515.0
3,0.11333333333333333,150.7858880706961,0.9365057160469313,0.46556855890611804,1.6604282836538211,0.05556869671084873,0.023279727606713378,0.026560946379444162,153.9538,1.164153218269348e-16,2.057702979272924,42.189754444334454,1.1682445254982834,19.167070392295503,33.42511261793268,3.1321159137785908,313.211591377859,31.321159137785905,281.8904322400731,155.0397377320402,70.47260806001827,56.37808644801461,0.0,-0.03499932043069172,34.14778685646913,0.9992858220071225,1.0104063084939598,-0.03502433403927776,34.17219188388099,-0.0001036778253873358,0.1011553435753094,0.018280478432311648,-0.03499932043069172,18.067139804322,2.2825905577373136,56.378086448015566,0.0,0.0,0.0,0.0008452001198737125,0.008452001198737125,1.0049666661395793,1.0041214660197055,1.0,0.9905892978039058,19.268358793446104,18.26762316596984,7.9629996622066574,8.989056503538563,0.8989056503538564,0.0,0.0,0.0,1.0002365407952771,0.0,0.0,0.0,0.0,0.0,0.0,6.171081616426112,4.653772484918511,1.5848854626946363,2.2150142265502795,6.171081616426112,0.0,6.171081616426112,0.0,0.0,0,True,0.010286071545599398,22.413042003268473,5000.787292026971,1832.9650006795694,5.429757576518704,3515.0
4,0.14444444444444443,149.7773060024377,0.9982959967127956,0.5271873033932616,2.507592535964418,0.084075776762044,0.019039371595358793,0.04030301313439342,153.9538,1.164153218269348e-16,2.7128229362070266,47.613672773994494,1.3184341385650178,20.89413016874053,43.79053315462911,4.099682044277319,409.9682044277318,40.996820442773185,368.9713839849586,202.93426119172727,92.24284599623965,73.79427679699171,0.0,-9.630207683728829,25.54201277843438,0.9990681644780645,1.0136210016660685,-9.639189823208774,25.565835932504264,-0.027218280432472205,0.07219051649195893,0.018580311532833085,-9.630207683728829,23.100701326860626,2.9185225775297585,73.79427679699054,0.0,0.0,0.0,0.0009620926798763141,0.00962092679876314,1.0063955562770277,1.0054334635971514,1.0,0.9863333323050797,21.847666077922888,20.507924743498993,8.881444832896173,9.567010228892645,0.9567010228892646,0.0,0.0,0.0,1.5133639817167919,0.0,0.0,0.0,0.0,0.0,0.0,6.573973669405401,5.2580819525726055,1.7887391874108403,2.4456751069517155,6.573973669405401,0.0,6.573973669405401,0.0,0.0,0,True,0.006299864305076132,16.919881930713526,5012.392026727234,1823.369792316271,5.153470409907761,3515.0
5,0.17555555555555552,148.710919860754,1.06008627737866,0.5773878025912635,3.4216410521244196,0.1149662301960723,0.013506171268514179,0.055292605687078084,153.9538,1.164153218269348e-16,3.4054892696679273,52.86183817706109,1.463757110499626,22.555046860365945,54.6685257517095,5.113672004685843,511.3672004685844,51.136720046858436,460.2304804217259,253.12676423194924,115.05762010543147,92.04609608434515,0.0,-20.08812423911552,6.22014892267189,0.9988415403814004,1.0169899358397272,-20.111422509965912,6.227363071320373,-0.054163359797238214,0.01677131025678658,0.018643315703715406,-20.08812423911552,28.27542322388478,3.57225499800368,92.04609608434527,0.0,0.0,0.0,0.0010581258176483698,0.010581258176483699,1.0078867391287725,1.0068286133111242,1.0,0.9813568469053624,24.354070798437043,22.664199553321964,9.751366687054245,10.14496395424673,1.014496395424673,0.0,0.0,0.0,2.0693921435293015,0.0,0.0,0.0,0.0,0.0,0.0,6.91443890274297,5.843567825302082,1.9844098563795987,2.658716219064968,6.91443890274297,0.0,6.91443890274297,0.0,0.0,0,True,0.002330513650202442,10.5747008335795,5024.853847023946,1812.9118757608844,4.888131765748491,3515.0
6,0.20666666666666664,147.58671278905928,1.121876558044525,0.624542839406264,4.393761516319446,0.14798583522084105,0.007481851712115509,0.07143861023754415,153.9538,1.164153218269348e-16,4.135712928775204,58.148940771322,1.6101582626950623,24.21663677798172,66.05909040917389,6.174085795004166,617.4085795004166,61.740857950041665,555.667721550375,305.6172468527063,138.91693038759374,111.13354431007498,0.0,-31.223657858493763,-24.816904468141715,0.9986061412751894,1.0205131110149361,-31.267239973731897,-24.851544009584487,-0.08030343616897391,-0.06382604859753221,0.018605890794484072,-31.223657858493763,33.64404610923695,4.250354867155872,111.13354431007537,0.0,0.0,0.0,0.001147474729504605,0.01147474729504605,1.0094576327291402,1.0083101579996356,1.0,0.9756598416047538,26.88226017533655,24.83290591057457,10.62402742339423,10.722917679600819,1.0722917679600819,0.0,0.0,0.0,2.663745033975139,0.0,0.0,0.0,0.0,0.0,0.0,7.234360022864418,6.433774685410885,2.181248529622731,2.869691674986673,7.234360022864418,0.0,7.234360022864418,0.0,0.0,0,True,0.0028106253962215844,6.872642021721196,5038.0343479954645,1801.7763421415063,4.633948787732058,3515.0
7,0.23777777777777773,146.63636246892577,0.9475396947372637,0.6719156397392294,5.420488125288641,0.18306386020409912,0.005689185487181521,0.08874102561780542,153.9538,1.4551915228366853e-16,4.753008715000362,59.12667658860238,1.637232004435571,22.384787721665486,76.0034696105549,7.1035180652198475,710.3518065219846,71.03518065219848,639.3166258697861,351.62414422838236,159.82915646744652,127.8633251739572,0.0,-46.9376392009218,-72.49905080310776,0.9984011510755331,1.0236011062214858,-47.01280557455084,-72.61515145991945,-0.11519464830282142,-0.1779276248599305,0.01650135761284147,-46.9376392009218,38.38209812535885,4.848767678048576,127.86332517395829,0.0,0.0,0.0,0.0012359357285702923,0.012359357285702921,1.010864185947214,1.0096282502186438,1.0,0.9719957317388027,27.571330021228153,25.01338207837381,10.48854874360514,9.092262525923214,0.9092262525923216,0.0,0.0,0.0,3.2951494836737845,0.0,0.0,0.0,0.0,0.0,0.0,6.723704454749107,6.541964489000415,2.2265311916601362,2.80397645213713,6.723704454749107,0.0,6.723704454749107,0.0,0.0,0,True,0.0038767711371790713,6.387519232011652,5052.613599954124,1786.0623607990783,4.383365439800735,3515.0
8,0.26888888888888884,145.68494600305135,0.9475396947372645,0.6265389234734091,6.36826824740668,0.21556675060337263,0.006077817423973708,0.1048625633039645,153.9538,2.328306436538696e-16,5.370997011407752,61.526770122601334,1.7036911760687599,22.477964782957404,85.94784881193591,8.032950335435528,803.2950335435528,80.32950335435527,722.9655301891975,397.6310416040587,180.74138254729937,144.59310603783948,0.0,-59.20288343461831,-133.8769057618193,0.9981973939828671,1.0266891014280353,-59.30979562909424,-134.1186688813547,-0.1386494227046587,-0.31353127787874463,0.015291098527765341,-59.20288343461831,42.592793844631544,5.380577336945633,144.59310603784016,0.0,0.0,0.0,0.0011751910357171047,0.011751910357171047,1.0121402450375345,1.0109650540018174,1.0,0.9683316218728517,28.859881704524774,25.858362225942756,10.58922784272553,9.092262525923223,0.9092262525923224,0.0,0.0,0.0,3.880201510860707,0.0,0.0,0.0,0.0,0.0,0.0,6.529252744563627,6.808526192133803,2.3048294750668044,2.796474414308653,6.529252744563627,0.0,6.529252744563627,0.0,0.0,0,True,0.003211488637042568,6.202790107335446,5065.564575314128,1773.7971165653817,4.154121082270964,3515.0
9,0.3,144.73419481967701,0.9475396947372655,0.6123575104238173,7.286337513885233,0.24716987931606557,0.005575917645541376,0.12062466431504953,153.9538,2.328306436538696e-16,5.988553176552303,64.43596225701741,1.7842474113305327,22.77971062443051,95.89222801331692,8.962382605651209,896.2382605651209,89.62382605651209,806.6144345086087,443.6379389797349,201.65360862715218,161.32288690172172,0.0,-71.06099004520301,-208.9542029798769,0.9979948589040282,1.029777096634585,-71.20376363786116,-209.37402744673946,-0.15880860140219816,-0.4669752660529579,0.014392808734652391,-71.06099004520301,46.99213781384256,5.936063518661461,161.32288690172115,0.0,0.0,0.0,0.001167198952528925,0.01167198952528925,1.0134880506736068,1.012320851721078,1.0,0.9646675120069006,30.362118131609094,26.9412180507724,10.850328104206111,9.092262525923234,0.9092262525923233,0.0,0.0,0.0,4.44905782768918,0.0,0.0,0.0,0.0,0.0,0.0,6.440250900676265,7.132626074635909,2.4065683504006503,2.8371199943011667,6.440250900676265,0.0,6.440250900676265,0.0,0.0,0,True,0.003586763608592847,6.118238355642451,5078.252638503021,1761.939009954797,3.937618512617159,3515.0
