metric,period,pct,value
fed_deficit_B,0,10,70.11690023474559
fed_deficit_B,1,10,207.1142645279423
fed_deficit_B,2,10,319.5940854619869
fed_deficit_B,3,10,431.74460792366114
fed_deficit_B,4,10,548.3962656512755
fed_deficit_B,5,10,668.7336474158948
fed_deficit_B,6,10,801.5926236773674
fed_deficit_B,7,10,944.8476387471419
fed_deficit_B,8,10,1114.5152639981745
fed_deficit_B,9,10,1282.808055061893
fed_deficit_B,10,10,1227.2163937560613
fed_deficit_B,11,10,1201.2191555085826
fed_deficit_B,12,10,1168.6099262433552
fed_deficit_B,13,10,1137.9886057914748
fed_deficit_B,0,25,78.12913620868352
fed_deficit_B,1,25,228.52993771067995
fed_deficit_B,2,25,354.6885894454359
fed_deficit_B,3,25,476.9355845723376
fed_deficit_B,4,25,605.618946532462
fed_deficit_B,5,25,744.4030032293025
fed_deficit_B,6,25,896.2050336566929
fed_deficit_B,7,25,1062.681373709419
fed_deficit_B,8,25,1247.80253103728
fed_deficit_B,9,25,1458.2403143394558
fed_deficit_B,10,25,1429.961824626589
fed_deficit_B,11,25,1424.5460620347203
fed_deficit_B,12,25,1407.2689730722527
fed_deficit_B,13,25,1391.3885656541165
fed_deficit_B,0,50,87.4279368439777
fed_deficit_B,1,50,254.34681844649546
fed_deficit_B,2,50,395.1692122922001
fed_deficit_B,3,50,534.6104329479381
fed_deficit_B,4,50,679.3064950799269
fed_deficit_B,5,50,832.2324895901847
fed_deficit_B,6,50,1001.8930941445321
fed_deficit_B,7,50,1191.7061492363798
fed_deficit_B,8,50,1402.528354075952
fed_deficit_B,9,50,1657.1871924435954
fed_deficit_B,10,50,1661.4862188659413
fed_deficit_B,11,50,1695.116035549182
fed_deficit_B,12,50,1699.7796037251305
fed_deficit_B,13,50,1706.629019345672
fed_deficit_B,0,75,95.44004535786718
fed_deficit_B,1,75,277.7293032612015
fed_deficit_B,2,75,429.7628403468759
fed_deficit_B,3,75,581.5183158831641
fed_deficit_B,4,75,741.4515587592114
fed_deficit_B,5,75,910.5590598080989
fed_deficit_B,6,75,1099.8170790704767
fed_deficit_B,7,75,1319.181593956586
fed_deficit_B,8,75,1567.067612024828
fed_deficit_B,9,75,1873.7962841709032
fed_deficit_B,10,75,1932.0081445858066
fed_deficit_B,11,75,2003.275727068755
fed_deficit_B,12,75,2039.5718428417124
fed_deficit_B,13,75,2044.846508784802
fed_deficit_B,0,90,100.87513208460571
fed_deficit_B,1,90,292.94860435766697
fed_deficit_B,2,90,456.00364393886383
fed_deficit_B,3,90,619.6072958383181
fed_deficit_B,4,90,795.6021042777164
fed_deficit_B,5,90,985.6016354617191
fed_deficit_B,6,90,1200.7762883361474
fed_deficit_B,7,90,1442.0434948608618
fed_deficit_B,8,90,1713.5558497169634
fed_deficit_B,9,90,2078.7120923863395
fed_deficit_B,10,90,2152.7588466673037
fed_deficit_B,11,90,2214.45068321218
fed_deficit_B,12,90,2246.815510485171
fed_deficit_B,13,90,2247.9702430663842
fed_debt_B,0,10,70.11690023474559
fed_debt_B,1,10,280.5589175135965
fed_debt_B,2,10,613.2238828762406
fed_debt_B,3,10,1070.7603784927455
fed_debt_B,4,10,1657.094727770725
fed_debt_B,5,10,2398.406426565335
fed_debt_B,6,10,3306.7633054958624
fed_debt_B,7,10,4400.380906031946
fed_debt_B,8,10,5692.197005028788
fed_debt_B,9,10,7236.407045118903
fed_debt_B,10,10,8762.014995200308
fed_debt_B,11,10,10316.644832653854
fed_debt_B,12,10,11904.48694923323
fed_debt_B,13,10,13607.137919166551
fed_debt_B,0,25,78.12913620868352
fed_debt_B,1,25,309.95542036942527
fed_debt_B,2,25,676.2971278046816
fed_debt_B,3,25,1184.1391173457178
fed_debt_B,4,25,1834.8875587059836
fed_debt_B,5,25,2645.592151985157
fed_debt_B,6,25,3650.2420798060466
fed_debt_B,7,25,4858.516991410253
fed_debt_B,8,25,6301.037631663008
fed_debt_B,9,25,8001.4458767125325
fed_debt_B,10,25,9753.839092848695
fed_debt_B,11,25,11582.551455064244
fed_debt_B,12,25,13461.52130566052
fed_debt_B,13,25,15405.55665160061
fed_debt_B,0,50,87.4279368439777
fed_debt_B,1,50,345.24748515846665
fed_debt_B,2,50,754.7335194154812
fed_debt_B,3,50,1319.8049460242753
fed_debt_B,4,50,2052.2892790209007
fed_debt_B,5,50,2973.485676781071
fed_debt_B,6,50,4094.0162248059114
fed_debt_B,7,50,5446.709993604616
fed_debt_B,8,50,7070.053315533869
fed_debt_B,9,50,9010.041372017513
fed_debt_B,10,50,11033.363000884954
fed_debt_B,11,50,13184.187308070432
fed_debt_B,12,50,15451.084556090194
fed_debt_B,13,50,17759.560059706895
fed_debt_B,0,75,95.44004535786718
fed_debt_B,1,75,377.6313673433641
fed_debt_B,2,75,823.5092755705665
